enr,id,multiaddr,epoch,metadata,long_lived_subnets,subscribed_subnets,client_version,crawler_id,crawler_location,timestamp
enr:-Ma4QCe3n1lWCdX0L6jevsTrxxo35gqjBu_L_meYISbXJbN_fuFQ09z3cLFkfZLl9a1OYLUU8tAFS_jD3yBb_c5IuMOCA8eHYXR0bmV0c4gAAABgAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEn4pk_YRxdWljgnZniXNlY3AyNTZrMaEDYcgufjMSDTu_P2V66i7-oV8IDudt1Ab8b7OdMB5UXcSIc3luY25ldHMAg3RjcIJ2ZoN1ZHCCdmY,16Uiu2HAmKEgwQryAL7nUeGHjk8sGvRrKiTLdLmn1ka6YZGhT8thH,/ip4/159.138.100.253/tcp/30310,286687,"{""seq_number"":665,""attnets"":""0000006000000000"",""syncnets"":""00""}","[29,30]","[30,51,29]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911911492
enr:-Ly4QMGcKdqQox9vMet3slmEEqRlgMm2XYPYVu2tGQdlGSH7eQkriA4_DH_xYZtn3VVZ7sDJVD_cWR9pUnz6odh5FNQPh2F0dG5ldHOIAAAAAAwAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhNW9ghiJc2VjcDI1NmsxoQOupl3HzKpXu4p9cgIFKgMh8HJy_WnnPfrzSXTNQkb4xIhzeW5jbmV0cwCDdGNwgiMog3VkcIIjKA,16Uiu2HAmQQkRcqnRXsobGZNU9irGMnv5si4oicwUVokSYqG4CqUX,/ip4/213.189.130.24/tcp/9000,286687,"{""seq_number"":13,""attnets"":""000000000c000000"",""syncnets"":""00""}","[34,35]","[61,43,44,31,34,54,18,37,35]",nimbus,FLY_MACHINE_ID,FLY_REGION,1716911918302
enr:-Mq4QFYnRGKwJTTynJxo1anIKW7Mn1_pI7TYpHzJF6bWuEG9X5nC93vbA7mhUsiR-ovxQMON2-q_LWlMfQkilXG6jxqGAY9SaCKUh2F0dG5ldHOIAAAAAAYAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhKM1kQqJc2VjcDI1NmsxoQOHGX6lC6auYwa9keORiyviyjdIZez9qYKof96NbUASK4hzeW5jbmV0cwCDdGNwgjLIg3VkcII1kIR1ZHA2gi7g,16Uiu2HAmMkMwKut1qxxCbxybEzLdGqbwA4M92DZgRdRZJevTFBh4,/ip4/163.53.145.10/tcp/13568,286687,"{""seq_number"":22,""attnets"":""0000000006000000"",""syncnets"":""00""}","[33,34]","[25,52,45,33,63,34]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716911925531
enr:-Ma4QAmCXQ-YztkXaQV1w8Eco_i2ZJgeKXoY1BO9mWe3ZQWXN7krlyKhe3EYjLoIC_6s4pLnWzx8ApknqzHkhML_zl6CAU-HYXR0bmV0c4gAAAAAAACAAYRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEDfqV-oRxdWljgiMpiXNlY3AyNTZrMaECAJ2TBFi6fJT3SwSyBXUGCIiscyywIRkUp5opvap26SWIc3luY25ldHMAg3RjcIIjKIN1ZHCCIyg,16Uiu2HAkuU5LeKjNXyrrYWFyFcEHUZzLDSX33rZD2w1shacpZFzt,/ip4/13.250.149.250/tcp/9000,286687,"{""seq_number"":318,""attnets"":""0000000000008001"",""syncnets"":""00""}","[55,56]","[56,54,55]",Lighthouse/v5.1.2-5ce1619/aarch64-linux,FLY_MACHINE_ID,FLY_REGION,1716911941367
enr:-Ma4QFLGrLipwoEzEWpwM8IBQHV2gPMUPjCD01jnReG8hmrXa2kisCauyhwLpJ4jumVv3WMe-4-2sXHmU4sou8Z77FiCBWCHYXR0bmV0c4gADAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEM1tqUIRxdWljgiMpiXNlY3AyNTZrMaEDRDTr-uuuLLKj4d2pfq_8M7wZrhDoKO0UpTGXVJ8aYh-Ic3luY25ldHMPg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmHFEsu8VCyXTMErXYApVLszwYDVhHa2hLpoZ1oMdCTTn6,/ip4/51.91.106.80/tcp/9000,286687,"{""seq_number"":1338,""attnets"":""000c000000000000"",""syncnets"":""0f""}","[10,11]","[11,10,24]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911968934
enr:-Ly4QDi1goU0r2hAaVeXuP3OdrGU_beZWwLGxrKwKAMJF14FLfVABuxtZ-oDhiwUOzarfrm5TuOsQpBdkYbi4Cbv_i8Qh2F0dG5ldHOIABgAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhDNP5hqJc2VjcDI1NmsxoQLWSxMVYHr76qTANuKKn1AtNKyNva1T7DL0mDDE_TKr9YhzeW5jbmV0cwKDdGNwgiMog3VkcIIjKA,16Uiu2HAm9rBd89PjuhKQJ8HqKmmpjS9M5GY8yY1CmyCBsoEctrrp,/ip4/51.79.230.26/tcp/9000,286687,"{""seq_number"":10,""attnets"":""0018000000000000"",""syncnets"":""02""}","[11,12]","[11,12,42,39,19,33]",lodestar/v1.18.1,FLY_MACHINE_ID,FLY_REGION,1716911970562
enr:-Ma4QIPlI5Iw6WGqfmTdxrnIH_Do1k3CylqEjjZq8HBzRqXWI-F5mek_Z-G_tAGafJB2pSmYIrKteVaTtHMshK-t7XuCAXOHYXR0bmV0c4gAGAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCENvmt34RxdWljgjLJiXNlY3AyNTZrMaECZETvWaROj3L8tnNmFPXR_AbSYCkXe3L2px_Ky1Xb1dmIc3luY25ldHMHg3RjcIIyyIN1ZHCCLuA,16Uiu2HAm2B5iVaC8bGVhwZ2QHsH2dy8VFzfqCFqptMYTPzTNzVrQ,/ip4/54.249.173.223/tcp/13000,286687,"{""seq_number"":1217,""attnets"":""0018000000000000"",""syncnets"":""07""}","[11,12]","[12,52,2,34,13,53,47,30,59,11,9,54]",rust-libp2p/0.44.1,FLY_MACHINE_ID,FLY_REGION,1716911971144
enr:-MS4QMGiMPTCxpD-HEKXSsa4p9PIqMmL3e7vrHYDdst9vzctc4gQUhuiXP-y94DJMoCkOngPaQGgyQbpqKVlMkj2sllmh2F0dG5ldHOIAAAAAAAMAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhAjRaxuEcXVpY4IjKYlzZWNwMjU2azGhAwy6cOSaIDwhFkdqp0WU8PngxNLipCVGKG7BGCzN_cb3iHN5bmNuZXRzD4N0Y3CCIyiDdWRwgiMo,16Uiu2HAmDWg8dVxQM9BzFpPmDdkwn1p172xjN4Gk3QjYwayzjEk6,/ip4/8.209.107.27/tcp/9000,286687,"{""seq_number"":87,""attnets"":""00000000000c0000"",""syncnets"":""0f""}","[42,43]","[43,42,47]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911999013
enr:-Ma4QGbEpLp5kiLKX1xBcW_ngT1PaYlBy8gJNC4FoolVSIdsS79HV-ALnJBZKSqXSRXs9-LDftAodrDAA7JQcT-u2iiChKeHYXR0bmV0c4gAGAAAAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEIk56goRxdWljgiZ9iXNlY3AyNTZrMaECjYYKckdsy9CrPwijxdpU5RI6zIxZ5TYi-5FZrq5SehaIc3luY25ldHMAg3RjcIImfIN1ZHCCJnw,16Uiu2HAm4x81do1vHw7fYgZ7mG9oWb4hUvS8TipqFhPMYHas5SfP,/ip4/34.78.122.130/tcp/9852,286687,"{""seq_number"":33910,""attnets"":""0018000000000000"",""syncnets"":""00""}","[11,12]","[11,12,6,31,50]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911999019
enr:-MS4QBw3kcOkLWmlr5o-6lRvdZ976Rvu-gupW4a-vJ3CkomvKKFTOdvTbjcBU6VY-AHRPWRCVFUn9pi2GYGq8HDXduF-h2F0dG5ldHOIAAAAADAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhCJDSt2EcXVpY4IjKYlzZWNwMjU2azGhA7BCT0KsecD9UBgLaK1ZFnS29jSUB5x6VVaFwTXLyG0HiHN5bmNuZXRzD4N0Y3CCIyiDdWRwgiMo,16Uiu2HAmQX2kTDkgRhmzi8dupijfm3RpYuhW2KAYgKmZyLibJcXg,/ip4/34.67.74.221/tcp/9000,286687,"{""seq_number"":111,""attnets"":""0000000030000000"",""syncnets"":""0f""}","[36,37]","[56,38,36,52,37,48,28,29,8]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716911999681
enr:-MS4QPX48j8EmHUp9oz2BFEi8nPVLktuF5GZJkMyq-Idj9rmAyaSBlo3B5Wucd-BiuwmlXSvksFmRanGTAhxvM4RH1t-h2F0dG5ldHOIMAAAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhJ6M7hyEcXVpY4IjkolzZWNwMjU2azGhA9yrEB2mM5TWcyFj5JS1HW_sbU_9cLLGMlM_TQniDA3WiHN5bmNuZXRzAIN0Y3CCI5GDdWRwgiOR,16Uiu2HAmTWPLGj8uBWBLyKxUfidn5WgtWmexWC3iWyhUwAd7JgRb,/ip4/158.140.238.28/tcp/9105,286687,"{""seq_number"":112,""attnets"":""3000000000000000"",""syncnets"":""00""}","[4,5]","[5,4,37]",Lighthouse/v5.1.0-10a38a8/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912001971
enr:,16Uiu2HAm3EsjwoCimPbpJxNv5PwFcCbyWRyCBSV8SJJGxg4vYqY8,/ip4/47.187.193.151/tcp/64262,286687,"{""seq_number"":637,""attnets"":""0600000000000000"",""syncnets"":""00""}","[1,2]","[1,24,2,4]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912059084
enr:-Ma4QFn0KkDVHMYItt1gRIW_e6GgXLdYJ_xUgqXCVO7MZy0zeuvdS-pTuLUNX6OcE9LOwfIgSNhPPWzyY2RLI1yOAuiCAQ-HYXR0bmV0c4gBAAAAAAAAgIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEohNW5IRxdWljgiMpiXNlY3AyNTZrMaECt2zLcpiZKN8OUnCkFCG5s5CSwkZ2yOLh0swgxR5JENuIc3luY25ldHMFg3RjcIIjKIN1ZHCCIyg,16Uiu2HAm7mgomypi9rZkcLDL314uNtEvV61hcTyFCrtPven2Mq5c,/ip4/162.19.86.228/tcp/9000,286687,"{""seq_number"":242,""attnets"":""0100000000000080"",""syncnets"":""05""}","[0,63]","[9,0,63,10,8,22,52,10,49,22,21,19]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912179023
enr:,16Uiu2HAmKQKjnFYkoKYJHZYSYVuWgUtQgxug8tsh5MWHQqG5qy7V,/ip4/51.91.214.54/tcp/59794,286687,"{""seq_number"":578,""attnets"":""0000300000000000"",""syncnets"":""00""}","[20,21]","[20,21,35]",Lighthouse/v5.1.1-2a3c709/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912180679
enr:-Ly4QHgCU69-mD-A81ZEic0cEtdCDv5OWPdV4x3HvZ-d-qpbZp9ieOFic2qoCFsTnJWf1a_AhgmP2hFIkmgItgsqT9gRh2F0dG5ldHOIAMAAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhA_Mj1iJc2VjcDI1NmsxoQIU_GtCtG_F2YRiks41W6dVsJ5gfU235WUAEsBk6_WtgIhzeW5jbmV0cw-DdGNwgiMog3VkcIIjKA,16Uiu2HAkvqbNgNDjDxcn1NgzMFZr9zzM5GyssQ2kdXUvQexXaEC7,/ip4/15.204.143.88/tcp/9000,286687,"{""seq_number"":15,""attnets"":""00c0000000000000"",""syncnets"":""0f""}","[14,15]","[30,44,2,42,3,23,34,13,39,62,29,14,7,6,38,35,24,41,40,15,32,50,22,59,55,63,9,43,48,20,60,52,10,54,5,56,0,12,18,37,8,1,11]",nimbus,FLY_MACHINE_ID,FLY_REGION,1716912198890
enr:-MW4QPAft0b5xZ8JFBWFUiCy5itddnwGMvYh51GKgUD0tCiBSdTqf3njZU7bqji_MWjQCRL6ra08ZtWl60iJkCFyAYeBjodhdHRuZXRziAAAYAAAAAAAhGV0aDKQapWhqQQAAAD__________4JpZIJ2NIJpcIRGIt5MhHF1aWOCIymJc2VjcDI1NmsxoQPK6lio3iNs8rYjFK9ECDUH-CjS7_mj-0ngBwHUlPmOkIhzeW5jbmV0cwCDdGNwgiMog3VkcIIjKA,16Uiu2HAmSK5xndEMwhcPiHpm2QJ4nCm5QDc9NBVuWVpYT8SX8F6X,/ip4/70.34.222.76/tcp/9000,286687,"{""seq_number"":129,""attnets"":""0000600000000000"",""syncnets"":""00""}","[21,22]","[21,2,22]",Lighthouse/v5.1.3/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912208743
enr:-Ma4QFdfZKmJjF_xXNGR1Rdclt7p2BxiLDNtwHmwuREPDbHEWqe7AagHHCytJ7t4ABTA1td4jNtRrtzPY48yFbpFF9SCAcaHYXR0bmV0c4gAAAAAAAAABoRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEDeSH24RxdWljgqvhiXNlY3AyNTZrMaECQ0Ie32OWokFYdqDBhPRxfjqKfV7XeJ70_rAML91MwWKIc3luY25ldHMPg3RjcIKr4IN1ZHCCq-A,16Uiu2HAkyxDmo6rrikL7WiMenrmeKvBwCL7tL1MzCJwkgsy2YZNy,/ip4/13.228.135.219/tcp/44000,286687,"{""seq_number"":439,""attnets"":""0000000030000000"",""syncnets"":""07""}","[36,37]","[55,24,3,37,17,60,36,57]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912211397
enr:,16Uiu2HAmLupGT6QU8vwZz2N6DFcZnmUDi51erULV2yrib5YcWXRR,/ip4/129.132.30.218/tcp/13000,286688,"{""seq_number"":28,""attnets"":""3000000000000000"",""syncnets"":""00""}","[4,5]","[9,53,10,29,8,57,48,61,30,6,62,37,56,32,52,51,47,63,23,15,17,59,28,16,0,43,11,36,58,25,46,12,13,27,54,42,35,38,2,39,49,22,1,34,4,24,33,14,20,40,45,5,3,31,7,60,55,44,21,19,41,18,50,26]",Prysm/Unknown/Local build,FLY_MACHINE_ID,FLY_REGION,1716912247513
enr:-Ma4QKTz92VdqN4fVA9jREJhmJ-aTXbk0-kV3CdrxMlKqjGJQpm0F6E5qu8PPIs2MXI979xLYMMHle_c7zTBFbPZFSqCAQyHYXR0bmV0c4gAAAAAAAADAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEYPVfaoRxdWljgiORiXNlY3AyNTZrMaEDW9OjCcOyvVQPqRMdI8l8umgCAbgCtP-Ip4n6gm8zdUqIc3luY25ldHMAg3RjcIIjkIN1ZHCCI5A,16Uiu2HAmJqSd8rvAQJ3kKtw5io2QuuEingsvpRTHvxXbDbRRPETb,/ip4/96.245.95.106/tcp/9104,286688,"{""seq_number"":224,""attnets"":""0000000000000300"",""syncnets"":""00""}","[48,49]","[49,48,41]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912249007
enr:-Ma4QFHaryi_8rP5wHFsHYEj15j5I6CELtZW_G-1tZhNcO5yJS9SGkgCK8-PluCGM0k2bbtxxtv5lFxGsphyKHLlByKCBIqHYXR0bmV0c4gAAAAAAADAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEEKq5aIRxdWljgqQRiXNlY3AyNTZrMaED7-YiqiXbLHAPwkapVL-d7CSyt5KMcruHF5F92biHLYSIc3luY25ldHMIg3RjcIKkEIN1ZHCCpBA,16Uiu2HAmUoTKhtKU7cem2wbf5XgoofUTiBSb6QGnZEBUt9j5FnEF,/ip4/16.170.185.104/tcp/42000,286688,"{""seq_number"":1142,""attnets"":""000000000000c000"",""syncnets"":""08""}","[54,55]","[7,62,45,22,39,37,38,27,55,2,5,10,0,34,19,3,54]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912269050
enr:-MK4QCcidyZ34A5Mbr5WEymZvX9C70jwtnpL-n3F4hebRbH2f0I_HT6XkdZOzLf22qbpUz3NelKfAPkD2KeB7uaNAmaGAY8qBuROh2F0dG5ldHOIAwAAAAAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhEPRNSqJc2VjcDI1NmsxoQJRtWkGF75UfXBTCfbZKFJByh7pXNmZc5N1DR90G6Mxv4hzeW5jbmV0cwCDdGNwgjLIg3VkcIIu4A,16Uiu2HAkzvdSgjoaFMd8CUZEYCe1GEQainUQCvsRKuQvkmgR8x7p,/ip4/67.209.53.42/tcp/13000,286688,"{""seq_number"":35,""attnets"":""0300000000000000"",""syncnets"":""00""}","[0,1]","[29,0,47,1,8,52]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716912270730
enr:-Ma4QGjjPEcEt2t-R10Hx5A0_4uYhzWn5hyyLuxCU1DM8lZDV69LkajnwD9W0cu1haYY7HcWfrE6QvBdV45qsg3jMLqCARKHYXR0bmV0c4gAAAAAYAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCED-vaPIRxdWljgiMpiXNlY3AyNTZrMaEDSqbSSIR2EIZwsI6RnjCe6xlbHeuxdpxmhpvIwHp4HrSIc3luY25ldHMPg3RjcIIjKIN1ZHCCIyg,16Uiu2HAmHgQ4KGWFvVGyX2JN9PdDddBNYe2tVf54dzKTCaKLSrtj,/ip4/15.235.218.60/tcp/9000,286688,"{""seq_number"":245,""attnets"":""0000000060000000"",""syncnets"":""0f""}","[37,38]","[62,56,39,6,24,36,26,20,43,34,35,40,58,27,1,18,33,19,14,30,16,37,4,60,38,44,25,23,47,5,12,8,21,61,41,55,7,45,51,63,3,28,29,42,15]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912295239
enr:-Ma4QFhM2BUT69gJPlPh3Mf0WoAxG2fMUYlmUNQGUX3uGJmcNDnyxZYFSIYmR8LAwiOiNPFocStk7wbVFdH7X6qYO3WCcLOHYXR0bmV0c4gAAAAAAAAGAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEIk3uPYRxdWljgiZ9iXNlY3AyNTZrMaEDRpoeA3g_HrFW7VOrHVDUSKaILdnkpSsRXcC8VncEoBSIc3luY25ldHMGg3RjcIImfIN1ZHCCJnw,16Uiu2HAmHQbC4bRTKZ1ERziAgL9hnjPVYJjJgR7SK39tqzMwQ4TD,/ip4/34.77.238.61/tcp/9852,286688,"{""seq_number"":28781,""attnets"":""0000000000000600"",""syncnets"":""06""}","[49,50]","[34,28,49,35,50,55,16,55,60,28]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912299021
enr:-Ma4QGxS19_anSaHesm7hDWv2fMBkPajwVw64Y9SMtJGKA9UI6TW2byDlm1IyXOtKnQzomEJfF2hWFrY_mGtPC-XpXGCA32HYXR0bmV0c4gAAAAAAIABAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEA3gby4RxdWljgh9BiXNlY3AyNTZrMaECO6XrEO5kb9C_1g8MfIyb1z4zzbraEWtsCN825SoyuAmIc3luY25ldHMCg3RjcIIjKYN1ZHCCIyk,16Uiu2HAkySWmnvqcpyxCNKwjn1P6VDSvBgKzhBWAkAqsMRzDqxo2,/ip4/3.120.27.203/tcp/9001,286688,"{""seq_number"":822,""attnets"":""0000000000800100"",""syncnets"":""02""}","[47,48]","[47,48,38,28]",Lighthouse/v5.1.3-3058b96/aarch64-linux,FLY_MACHINE_ID,FLY_REGION,1716912299084
enr:,16Uiu2HAmMgB9FgWEEwxaWXvBRt8bdkBfcQ1Gq6rCiRMnqBQ2VmjR,/ip4/57.128.117.158/tcp/9000,286688,"{""seq_number"":840,""attnets"":""0000003000000000"",""syncnets"":""04""}","[28,29]","[0,29,56,36,22,43,11,17,28,54,11,53,22,56,19,14,6]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912299110
enr:-Ma4QCe3n1lWCdX0L6jevsTrxxo35gqjBu_L_meYISbXJbN_fuFQ09z3cLFkfZLl9a1OYLUU8tAFS_jD3yBb_c5IuMOCA8eHYXR0bmV0c4gAAABgAAAAAIRldGgykGqVoakEAAAA__________-CaWSCdjSCaXCEn4pk_YRxdWljgnZniXNlY3AyNTZrMaEDYcgufjMSDTu_P2V66i7-oV8IDudt1Ab8b7OdMB5UXcSIc3luY25ldHMAg3RjcIJ2ZoN1ZHCCdmY,16Uiu2HAmKEgwQryAL7nUeGHjk8sGvRrKiTLdLmn1ka6YZGhT8thH,/ip4/159.138.100.253/tcp/30310,286688,"{""seq_number"":665,""attnets"":""0000006000000000"",""syncnets"":""00""}","[29,30]","[14,43,30,29,26,42,8]",Lighthouse/v5.1.3-3058b96/x86_64-linux,FLY_MACHINE_ID,FLY_REGION,1716912301541
enr:-Ly4QMGcKdqQox9vMet3slmEEqRlgMm2XYPYVu2tGQdlGSH7eQkriA4_DH_xYZtn3VVZ7sDJVD_cWR9pUnz6odh5FNQPh2F0dG5ldHOIAAAAAAwAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhNW9ghiJc2VjcDI1NmsxoQOupl3HzKpXu4p9cgIFKgMh8HJy_WnnPfrzSXTNQkb4xIhzeW5jbmV0cwCDdGNwgiMog3VkcIIjKA,16Uiu2HAmQQkRcqnRXsobGZNU9irGMnv5si4oicwUVokSYqG4CqUX,/ip4/213.189.130.24/tcp/9000,286688,"{""seq_number"":13,""attnets"":""000000000c000000"",""syncnets"":""00""}","[34,35]","[61,30,42,19,34,54,51,39,18,62,27,25,35,55,1]",nimbus,FLY_MACHINE_ID,FLY_REGION,1716912329582
enr:-MK4QCo2oXIJqQiWrx5fEzv8YGwXnvvK5Gmge_FtcVQj21PqaCRSlyh68HPxsZwImT7zxqUPaypoRDcyRV0Ua8hTUlOGAY7m3b4dh2F0dG5ldHOIAAAAAwAAAACEZXRoMpBqlaGpBAAAAP__________gmlkgnY0gmlwhI1exyuJc2VjcDI1NmsxoQNUUnvEHYpv0Sx7szEvJsw7TyMvJ2Vm0JHjVWPX7vn67ohzeW5jbmV0cwCDdGNwgiMog3VkcIIjKA,16Uiu2HAmJL9Yd6uXt82rx3nT9iYkQneXZrndnDYCvYqWg8V5d8i9,/ip4/141.94.199.43/tcp/9000,286688,"{""seq_number"":40,""attnets"":""0000000300000000"",""syncnets"":""00""}","[24,25]","[30,19,5,40,3,43,4,56,23,52,24,36,11,27,22,15,25,44,32,57]",Prysm/v5.0.3/38f208d70dc95b12c08403f5c72009aaa10dfe2f,FLY_MACHINE_ID,FLY_REGION,1716912342009
